path	class	reason
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/00_EXEC_SUMMARY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/01_BOOTSTRAP.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/02_BASELINE_ACTIVE.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/03_DOCTRINE_SOURCE_MAP.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/04_AUTHORITY_HIERARCHY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/05_CONTRADICTION_MATRIX.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/06_CANON_CANDIDATES.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/07_DECISION_RULE.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/08_IMPLEMENTATION_IMPACT.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/09_RESIDUAL_RISKS.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/10_ROLLBACK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/11_FINAL_DECISION.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/ROLLBACK.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/VERDICT.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/baseline_11_FINAL_DECISION.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/baseline_VERDICT.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/baseline_pack_exists.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/baseline_recheck_detect_recurrence.exit	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/baseline_recheck_verify_instructions.exit	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/ci_runs_for_head.json	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/final_state_snapshot.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_branch_show_current.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_diff_cached_name_only.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_diff_counts.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_diff_name_only.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_log_10_oneline.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_rev_parse_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/git_status_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/metric_ci_head_nonsuccess.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/metric_ci_head_success.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/metric_ci_head_total.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/proof_pack_tracking_counts.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/proof_packs_tracked_dirs.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/proof_packs_untracked_dirs_status.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/recheck_detect_recurrence.exit	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/recheck_detect_recurrence.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/recheck_verify_instructions.exit	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/recheck_verify_instructions.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__.gitignore	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__README.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__copilot_instructions.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__detect_recurrence.sh	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__docs_registry.instructions.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__lib_cert.sh	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__package_registry_scripts.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__registry-integrity.js	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__registry-quality.js	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__registry-sync.js	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__registry_scripts_proofpack_markers.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__run-p10-desktop-cert.sh	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source__verify_instructions.sh	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source_scan_focused_rg.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source_scan_rg.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/DOCTRINE_RESOLUTION_PROOF_PACKS_2026-03-07_1225_757ae4d4c/raw/source_scan_rg_head120.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_branch_show_current.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_diff_cached_name_only.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_diff_name_only.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_log_10_oneline.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_ls_files_modified.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_ls_files_untracked.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_rev_parse_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/HYGIENE_RERUN_KEEP_UNTRACKED_2026-03-07_1233_757ae4d4c/raw/git_status_short.txt	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/00_EXEC_SUMMARY.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/01_BOOTSTRAP.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/02_MAIN_TRUTH.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/03_SCOPE_FREEZE.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
proof_packs/POST_MERGE_VALIDATION_2026-03-07_757ae4d4c/04_COMMANDS_USED.md	PROOF_UNTRACKED_ALLOWED	untracked proof artifact under proof_packs/
